NPI,Name,Physician,Specialty,Entity_Name,ECP_Category,Street,City,State,County,Zip,Networks,Carrier,name_location_carrier,locations
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Department,Family Planning Providers,77 Main Ave,Akron,CO,Washington,80720-1439,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 77 Main Ave, Akron, CO, 80720-1439: RMHP","77 Main Ave, Akron, CO, 80720-1439"
1881743631,Planned Parenthood of the Rocky Mountains - Alamosa,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,1560 12th St,Alamosa,CO,Alamosa,81101-3709,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains - Alamosa: 1560 12th St, Alamosa, CO, 81101-3709: RMHP","1560 12th St, Alamosa, CO, 81101-3709"
1881743631,Planned Parenthood of the Rocky Mountains - Alamosa,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,1560 12th St,Alamosa,CO,Alamosa,81101-3709,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains - Alamosa: 1560 12th St, Alamosa, CO, 81101-3709: RMHP","1560 12th St, Alamosa, CO, 81101-3709"
1881743631,Planned Parenthood of the Rocky Mountains - Alamosa,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,1560 12th St,Alamosa,CO,Alamosa,81101-3709,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains - Alamosa: 1560 12th St, Alamosa, CO, 81101-3709: RMHP","1560 12th St, Alamosa, CO, 81101-3709"
1205957032,Community Health Services Inc. Family Planning Program,Physician,016 Gynecology (OB/GYN),Community Health Services Inc.,Family Planning Providers,405 Castle Creek Rd,Aspen,CO,Pitkin,81611-3125,"CON001, CON002",RMHP,"Community Health Services Inc. Family Planning Program: 405 Castle Creek Rd, Aspen, CO, 81611-3125: RMHP","405 Castle Creek Rd, Aspen, CO, 81611-3125"
1730295296,Rocky Mountain Youth Clinics - Crawford,Physician,101 Pediatrics - Routine/Primary Care,Rocky Mountain Youth Clinics,101 Pediatrics - Routine/Primary Care,1600 Florence St,Aurora,CO,Adams,80010-2130,"CON001, CON002, CON003, CON004",RMHP,"Rocky Mountain Youth Clinics - Crawford: 1600 Florence St, Aurora, CO, 80010-2130: RMHP","1600 Florence St, Aurora, CO, 80010-2130"
1821010448,AVONDALE CLINIC,Physician,002 Family Medicine,PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,328 Avondale Blvd,Avondale,CO,Pueblo,81022-8700,"CON001, CON002",RMHP,"AVONDALE CLINIC: 328 Avondale Blvd, Avondale, CO, 81022-8700: RMHP","328 Avondale Blvd, Avondale, CO, 81022-8700"
1487803383,Beacon Center for Infectious Diseases (ryan white providers),Physician,017 Infectious Diseases,Boulder Community Health (Hospital),Ryan White Providers,4800 Riverbend Rd,Boulder,CO,Boulder,80301-2636,"CON001, CON002, CON003, CON004",RMHP,"Beacon Center for Infectious Diseases (ryan white providers): 4800 Riverbend Rd, Boulder, CO, 80301-2636: RMHP","4800 Riverbend Rd, Boulder, CO, 80301-2636"
1639595986,School Based Health Center - Summit High School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.",Dental Providers,16201 Hwy 9,Breckenridge,CO,Summit,80424,"CON001, CON002",RMHP,"School Based Health Center - Summit High School: 16201 Hwy 9, Breckenridge, CO, 80424: RMHP","16201 Hwy 9, Breckenridge, CO, 80424"
1639595986,School Based Health Center - Summit High School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Family Planning Providers,16201 Hwy 9,Breckenridge,CO,Summit,80424,"CON001, CON002",RMHP,"School Based Health Center - Summit High School: 16201 Hwy 9, Breckenridge, CO, 80424: RMHP","16201 Hwy 9, Breckenridge, CO, 80424"
1639595986,School Based Health Center - Summit High School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Federally Qualified Health Centers,16201 Hwy 9,Breckenridge,CO,Summit,80424,"CON001, CON002",RMHP,"School Based Health Center - Summit High School: 16201 Hwy 9, Breckenridge, CO, 80424: RMHP","16201 Hwy 9, Breckenridge, CO, 80424"
1790998953,Farmworker Health Services - Kit Carson County Health & Human Services,Non-Physician,000 OTHER,"VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,252 S 14th St,Burlington,CO,Kit Carson,80807-2321,"CON001, CON002",RMHP,"Farmworker Health Services - Kit Carson County Health & Human Services: 252 S 14th St, Burlington, CO, 80807-2321: RMHP","252 S 14th St, Burlington, CO, 80807-2321"
1336245828,"Children's Hospital Colorado Orthopedic Care, Centennial",Physician,000 OTHER,Children's Hospital Colorado,Outpatient Hospital Clinics,9094 E Mineral Cir,Centennial,CO,Arapahoe,80112-7201,"CON001, CON002, CON003, CON004",RMHP,"Children's Hospital Colorado Orthopedic Care, Centennial: 9094 E Mineral Cir, Centennial, CO, 80112-7201: RMHP","9094 E Mineral Cir, Centennial, CO, 80112-7201"
1790998953,Cheyenne County Public Health Office,Physician,000 OTHER,"VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,615 N 5th St W,Cheyenne Wells,CO,Cheyenne,80810,"CON001, CON002",RMHP,"Cheyenne County Public Health Office: 615 N 5th St W, Cheyenne Wells, CO, 80810: RMHP","615 N 5th St W, Cheyenne Wells, CO, 80810"
1801297593,Community Reach Center Salud,Physician,000 OTHER,"PLAN DE SALUD DEL VALLE, INC.",Federally Qualified Health Centers,4371 E 72nd Ave,Commerce City,CO,Adams,80022-1471,"CON001, CON002, CON003, CON004",RMHP,"Community Reach Center Salud: 4371 E 72nd Ave, Commerce City, CO, 80022-1471: RMHP","4371 E 72nd Ave, Commerce City, CO, 80022-1471"
1881743631,Planned Parenthood of the Rocky Mountains--Cortez,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,20 W North St,Cortez,CO,Montezuma,81321-3117,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Cortez: 20 W North St, Cortez, CO, 81321-3117: RMHP","20 W North St, Cortez, CO, 81321-3117"
1881743631,Planned Parenthood of the Rocky Mountains--Cortez,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,20 W North St,Cortez,CO,Montezuma,81321-3117,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Cortez: 20 W North St, Cortez, CO, 81321-3117: RMHP","20 W North St, Cortez, CO, 81321-3117"
1881743631,Planned Parenthood of the Rocky Mountains--Cortez,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,20 W North St,Cortez,CO,Montezuma,81321-3117,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Cortez: 20 W North St, Cortez, CO, 81321-3117: RMHP","20 W North St, Cortez, CO, 81321-3117"
1730295296,Rocky Mountain Youth Clinics - Southwest Open School,Non-Physician,101 Pediatrics - Routine/Primary Care,Rocky Mountain Youth Clinics,101 Pediatrics - Routine/Primary Care,401 N Dolores Rd,Cortez,CO,Montezuma,81321-4213,"CON001, CON002, CON003, CON004",RMHP,"Rocky Mountain Youth Clinics - Southwest Open School: 401 N Dolores Rd, Cortez, CO, 81321-4213: RMHP","401 N Dolores Rd, Cortez, CO, 81321-4213"
1578720918,Teller County Public Health Department,Non-Physician,000 OTHER,Teller County Public Health Department,Family Planning Providers,166 E Bennett Ave,Cripple Creek,CO,Teller,80813,"CON001, CON002, CON003, CON004",RMHP,"Teller County Public Health Department: 166 E Bennett Ave, Cripple Creek, CO, 80813: RMHP","166 E Bennett Ave, Cripple Creek, CO, 80813"
1578720918,Teller County Public Health Department,Non-Physician,000 OTHER,Teller County Public Health Department, Sexually Transmitted Disease Clinics,166 E Bennett Ave,Cripple Creek,CO,Teller,80813,"CON001, CON002, CON003, CON004",RMHP,"Teller County Public Health Department: 166 E Bennett Ave, Cripple Creek, CO, 80813: RMHP","166 E Bennett Ave, Cripple Creek, CO, 80813"
1770512964,Delta County Health Department,Non-Physician,000 OTHER,Delta County Health Department,Family Planning Providers,255 W 6th St,Delta,CO,Delta,81416-1626,"CON001, CON002, CON003, CON004",RMHP,"Delta County Health Department: 255 W 6th St, Delta, CO, 81416-1626: RMHP","255 W 6th St, Delta, CO, 81416-1626"
1770512964,Delta County Health Department,Non-Physician,000 OTHER,Delta County Health Department, Sexually Transmitted Disease Clinics,255 W 6th St,Delta,CO,Delta,81416-1626,"CON001, CON002, CON003, CON004",RMHP,"Delta County Health Department: 255 W 6th St, Delta, CO, 81416-1626: RMHP","255 W 6th St, Delta, CO, 81416-1626"
1770512964,Delta County Health Department,Non-Physician,000 OTHER,Delta County Health Department, Tuberculosis Clinics,255 W 6th St,Delta,CO,Delta,81416-1626,"CON001, CON002, CON003, CON004",RMHP,"Delta County Health Department: 255 W 6th St, Delta, CO, 81416-1626: RMHP","255 W 6th St, Delta, CO, 81416-1626"
1588080956,School Based Health Center - Dillon Valley Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.",Dental Providers,108 Deerpath Rd,Dillon,CO,Summit,80435,"CON001, CON002",RMHP,"School Based Health Center - Dillon Valley Elementary: 108 Deerpath Rd, Dillon, CO, 80435: RMHP","108 Deerpath Rd, Dillon, CO, 80435"
1588080956,School Based Health Center - Dillon Valley Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Family Planning Providers,108 Deerpath Rd,Dillon,CO,Summit,80435,"CON001, CON002",RMHP,"School Based Health Center - Dillon Valley Elementary: 108 Deerpath Rd, Dillon, CO, 80435: RMHP","108 Deerpath Rd, Dillon, CO, 80435"
1588080956,School Based Health Center - Dillon Valley Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Federally Qualified Health Centers,108 Deerpath Rd,Dillon,CO,Summit,80435,"CON001, CON002",RMHP,"School Based Health Center - Dillon Valley Elementary: 108 Deerpath Rd, Dillon, CO, 80435: RMHP","108 Deerpath Rd, Dillon, CO, 80435"
1376754259,Eagle County Public Health,Non-Physician,000 OTHER,Eagle County Health and Human Services,Family Planning Providers,551 Broadway,Eagle,CO,Eagle,81631,"CON001, CON002",RMHP,"Eagle County Public Health: 551 Broadway, Eagle, CO, 81631: RMHP","551 Broadway, Eagle, CO, 81631"
1811295264,KIDS CARE CLINIC,Physician,002 Family Medicine,SUNRISE COMMUNITY HEALTH,Federally Qualified Health Centers,1400 37th St,Evans,CO,Weld,80620-1906,"CON001, CON002",RMHP,"KIDS CARE CLINIC: 1400 37th St, Evans, CO, 80620-1906: RMHP","1400 37th St, Evans, CO, 80620-1906"
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Department,Family Planning Providers,228 W Railroad Ave,Fort Morgan,CO,Morgan,80701-2324,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 228 W Railroad Ave, Fort Morgan, CO, 80701-2324: RMHP","228 W Railroad Ave, Fort Morgan, CO, 80701-2324"
1437575792,School Based Health Center - Summit Middle School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.",Dental Providers,158 School Rd,Frisco,CO,Summit,80443,"CON001, CON002",RMHP,"School Based Health Center - Summit Middle School: 158 School Rd, Frisco, CO, 80443: RMHP","158 School Rd, Frisco, CO, 80443"
1437575792,School Based Health Center - Summit Middle School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Family Planning Providers,158 School Rd,Frisco,CO,Summit,80443,"CON001, CON002",RMHP,"School Based Health Center - Summit Middle School: 158 School Rd, Frisco, CO, 80443: RMHP","158 School Rd, Frisco, CO, 80443"
1437575792,School Based Health Center - Summit Middle School,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Federally Qualified Health Centers,158 School Rd,Frisco,CO,Summit,80443,"CON001, CON002",RMHP,"School Based Health Center - Summit Middle School: 158 School Rd, Frisco, CO, 80443: RMHP","158 School Rd, Frisco, CO, 80443"
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,236 Agate Ave.,Granby,CO,Grand,80446-0088,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: RMHP","236 Agate Ave., Granby, CO, 80446-0088"
1881743631,Planned Parenthood of the Rocky Mountains - Granby,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,236 Agate Ave.,Granby,CO,Grand,80446-0088,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains - Granby: 236 Agate Ave., Granby, CO, 80446-0088: RMHP","236 Agate Ave., Granby, CO, 80446-0088"
1790998953,Farmworker Health Services Clinic - Grand Junction,Physician,000 OTHER,"VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,2333 N 6th St,Grand Junction,CO,Mesa,81501-2001,"CON001, CON002, CON003, CON004",RMHP,"Farmworker Health Services Clinic - Grand Junction: 2333 N 6th St, Grand Junction, CO, 81501-2001: RMHP","2333 N 6th St, Grand Junction, CO, 81501-2001"
1699716027,St. Mary's Family Medicine,Physician,017 Infectious Diseases,St. Mary's Hospital and Medical Center,Ryan White Providers,2698 Patterson Rd,Grand Junction,CO,Mesa,81506-8818,"CON001, CON002, CON003, CON004",RMHP,"St. Mary's Family Medicine: 2698 Patterson Rd, Grand Junction, CO, 81506-8818: RMHP","2698 Patterson Rd, Grand Junction, CO, 81506-8818"
1295041598,SUNRISE NORTH RANGE CLINIC,Physician,002 Family Medicine,SUNRISE COMMUNITY HEALTH,Federally Qualified Health Centers,1300 N 17th Ave,Greeley,CO,Weld,80631-9584,"CON001, CON002",RMHP,"SUNRISE NORTH RANGE CLINIC: 1300 N 17th Ave, Greeley, CO, 80631-9584: RMHP","1300 N 17th Ave, Greeley, CO, 80631-9584"
1316244692,WELD COUNTY HEALTH DEPT. PRENATAL CLINIC,Physician,002 Family Medicine,SUNRISE COMMUNITY HEALTH,Federally Qualified Health Centers,1551 N 17th Ave,Greeley,CO,Weld,80631-9400,"CON001, CON002",RMHP,"WELD COUNTY HEALTH DEPT. PRENATAL CLINIC: 1551 N 17th Ave, Greeley, CO, 80631-9400: RMHP","1551 N 17th Ave, Greeley, CO, 80631-9400"
1881743631,Planned Parenthood of the Rocky Mountains--Greeley,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,3487 W 10th St,Greeley,CO,Weld,80634-5361,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Greeley: 3487 W 10th St, Greeley, CO, 80634-5361: RMHP","3487 W 10th St, Greeley, CO, 80634-5361"
1881743631,Planned Parenthood of the Rocky Mountains--Greeley,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,3487 W 10th St,Greeley,CO,Weld,80634-5361,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Greeley: 3487 W 10th St, Greeley, CO, 80634-5361: RMHP","3487 W 10th St, Greeley, CO, 80634-5361"
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Department,Family Planning Providers,127 E Denver St,Holyoke,CO,Phillips,80734-1553,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 127 E Denver St, Holyoke, CO, 80734-1553: RMHP","127 E Denver St, Holyoke, CO, 80734-1553"
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Department,Family Planning Providers,118 W 3rd St,Julesburg,CO,Sedgwick,80737-1542,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 118 W 3rd St, Julesburg, CO, 80737-1542: RMHP","118 W 3rd St, Julesburg, CO, 80737-1542"
1205255304,Health Center at Kiowa,Physician,002 Family Medicine,PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Centers,320 Comanche St,Kiowa,CO,Elbert,80117,"CON001, CON002, CON003, CON004",RMHP,"Health Center at Kiowa: 320 Comanche St, Kiowa, CO, 80117: RMHP","320 Comanche St, Kiowa, CO, 80117"
1437533031,Lake School Based Health Center,Physician,000 OTHER,"Summit Community Care Clinic, Inc.",Dental Providers,1000 W 4th St,Leadville,CO,Lake,80461-3800,"CON001, CON002",RMHP,"Lake School Based Health Center: 1000 W 4th St, Leadville, CO, 80461-3800: RMHP","1000 W 4th St, Leadville, CO, 80461-3800"
1437533031,Lake School Based Health Center,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Family Planning Providers,1000 W 4th St,Leadville,CO,Lake,80461-3800,"CON001, CON002",RMHP,"Lake School Based Health Center: 1000 W 4th St, Leadville, CO, 80461-3800: RMHP","1000 W 4th St, Leadville, CO, 80461-3800"
1437533031,Lake School Based Health Center,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Federally Qualified Health Centers,1000 W 4th St,Leadville,CO,Lake,80461-3800,"CON001, CON002",RMHP,"Lake School Based Health Center: 1000 W 4th St, Leadville, CO, 80461-3800: RMHP","1000 W 4th St, Leadville, CO, 80461-3800"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: RMHP","195 S Main St, Longmont, CO, 80501-6218"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: RMHP","195 S Main St, Longmont, CO, 80501-6218"
1881743631,Planned Parenthood of the Rocky Mountains--Longmont,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,195 S Main St,Longmont,CO,Boulder,80501-6218,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Longmont: 195 S Main St, Longmont, CO, 80501-6218: RMHP","195 S Main St, Longmont, CO, 80501-6218"
1750660726,SUNRISE SUMMITSTONE CLINIC,Physician,002 Family Medicine,SUNRISE COMMUNITY HEALTH,Federally Qualified Health Centers,1250 N Wilson Ave,Loveland,CO,Larimer,80537-4461,"CON001, CON002",RMHP,"SUNRISE SUMMITSTONE CLINIC: 1250 N Wilson Ave, Loveland, CO, 80537-4461: RMHP","1250 N Wilson Ave, Loveland, CO, 80537-4461"
1881681104,Moffat Family Health Center,Physician,002 Family Medicine,"VALLEY WIDE HEALTH SYSTEMS, INC.",Federally Qualified Health Centers,545 Moffat Way,Moffat,CO,Saguache,81143,"CON001, CON002",RMHP,"Moffat Family Health Center: 545 Moffat Way, Moffat, CO, 81143: RMHP","545 Moffat Way, Moffat, CO, 81143"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: RMHP","12543 N State Highway 83, Parker, CO, 80134-8800"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: RMHP","12543 N State Highway 83, Parker, CO, 80134-8800"
1881743631,Planned Parenthood of the Rocky Mountains--Parker Express,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,12543 N State Highway 83,Parker,CO,Douglas,80134-8800,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains--Parker Express: 12543 N State Highway 83, Parker, CO, 80134-8800: RMHP","12543 N State Highway 83, Parker, CO, 80134-8800"
1144589425,GRAND AVENUE HOMELESS CLINIC,Physician,002 Family Medicine,PUEBLO COMMUNITY HEALTH CENTER,Federally Qualified Health Centers,1008 N Grand Ave,Pueblo,CO,Pueblo,81003-2916,"CON001, CON002",RMHP,"GRAND AVENUE HOMELESS CLINIC: 1008 N Grand Ave, Pueblo, CO, 81003-2916: RMHP","1008 N Grand Ave, Pueblo, CO, 81003-2916"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: RMHP","233 E 2nd St, Salida, CO, 81201-2116"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: RMHP","233 E 2nd St, Salida, CO, 81201-2116"
1881743631,Planned Parenthood of the Rocky Mountains--Salida,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,233 E 2nd St,Salida,CO,Chaffee,81201-2116,"CON001, CON002",RMHP,"Planned Parenthood of the Rocky Mountains--Salida: 233 E 2nd St, Salida, CO, 81201-2116: RMHP","233 E 2nd St, Salida, CO, 81201-2116"
1821414293,School Based Health Center - Silverthorne Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.",Dental Providers,101 Hamilton Creek Rd,Silverthorne,CO,Summit,80498,"CON001, CON002",RMHP,"School Based Health Center - Silverthorne Elementary: 101 Hamilton Creek Rd, Silverthorne, CO, 80498: RMHP","101 Hamilton Creek Rd, Silverthorne, CO, 80498"
1821414293,School Based Health Center - Silverthorne Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Family Planning Providers,101 Hamilton Creek Rd,Silverthorne,CO,Summit,80498,"CON001, CON002",RMHP,"School Based Health Center - Silverthorne Elementary: 101 Hamilton Creek Rd, Silverthorne, CO, 80498: RMHP","101 Hamilton Creek Rd, Silverthorne, CO, 80498"
1821414293,School Based Health Center - Silverthorne Elementary,Physician,000 OTHER,"Summit Community Care Clinic, Inc.", Federally Qualified Health Centers,101 Hamilton Creek Rd,Silverthorne,CO,Summit,80498,"CON001, CON002",RMHP,"School Based Health Center - Silverthorne Elementary: 101 Hamilton Creek Rd, Silverthorne, CO, 80498: RMHP","101 Hamilton Creek Rd, Silverthorne, CO, 80498"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.",Family Planning Providers,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: RMHP","111 11th St, Steamboat Springs, CO, 80477"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Rural Health Clinics,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: RMHP","111 11th St, Steamboat Springs, CO, 80477"
1881743631,Planned Parenthood of the Rocky Mountains - Steamboat Springs,Physician,016 Gynecology (OB/GYN),"Planned Parenthood of the Rocky Mountains, Inc.", Sexually Transmitted Disease Clinics,111 11th St,Steamboat Springs,CO,Routt,80477,"CON001, CON002, CON003, CON004",RMHP,"Planned Parenthood of the Rocky Mountains - Steamboat Springs: 111 11th St, Steamboat Springs, CO, 80477: RMHP","111 11th St, Steamboat Springs, CO, 80477"
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Dept,Family Planning Providers,700 Columbine St,Sterling,CO,Logan,80751-3728,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 700 Columbine St, Sterling, CO, 80751-3728: RMHP","700 Columbine St, Sterling, CO, 80751-3728"
1588803050,Walsh Medical Clinic,Non-Physician,002 Family Medicine,Walsh Medical Clinic,Rural Health Clinics,137 S Kansas St,Walsh,CO,Baca,81090,"CON001, CON002",RMHP,"Walsh Medical Clinic: 137 S Kansas St, Walsh, CO, 81090: RMHP","137 S Kansas St, Walsh, CO, 81090"
1912349465,High Plains Wiley Clinic,Physician,000 OTHER,"HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED",Federally Qualified Health Centers,302 Main St,Wiley,CO,Prowers,81092,"CON001, CON002",RMHP,"High Plains Wiley Clinic: 302 Main St, Wiley, CO, 81092: RMHP","302 Main St, Wiley, CO, 81092"
1912349465,High Plains Wiley Clinic,Physician,000 OTHER,"HIGH PLAINS COMMUNITY HEALTH CENTER, INCORPORATED", Rural Health Clinics,302 Main St,Wiley,CO,Prowers,81092,"CON001, CON002",RMHP,"High Plains Wiley Clinic: 302 Main St, Wiley, CO, 81092: RMHP","302 Main St, Wiley, CO, 81092"
1013911437,Northeast Colorado Health Department,Non-Physician,000 OTHER,Northeast Colorado Health Department,Family Planning Providers,529 N Albany St,Yuma,CO,Yuma,80759-1526,"CON001, CON002",RMHP,"Northeast Colorado Health Department: 529 N Albany St, Yuma, CO, 80759-1526: RMHP","529 N Albany St, Yuma, CO, 80759-1526"
